year,temp,co2,sea_ice,temp_ireland,rainfall_ireland
-66984,210.0,,,,
-66922,209.7,,,,
-66861,209.4,,,,
-66804,211.2,,,,
-66740,209.0,,,,
-66676,209.2,,,,
-66670,,203.43,,,
-66613,209.2,,,,
-66553,210.5,,,,
-66491,209.5,,,,
-66426,208.9,,,,
-66362,209.4,,,,
-66299,209.5,,,,
-66233,208.9,,,,
-66196,,200.17,,,
-66167,209.1,,,,
-66102,208.9,,,,
-66039,209.5,,,,
-65972,208.7,,,,
-65909,209.3,,,,
-65847,209.8,,,,
-65783,209.1,,,,
-65780,,203.76,,,
-65719,209.1,,,,
-65658,209.9,,,,
-65596,209.7,,,,
-65530,208.6,,,,
-65472,210.5,,,,
-65410,209.3,,,,
-65365,,201.14,,,
-65347,209.5,,,,
-65284,209.2,,,,
-65219,209.2,,,,
-65152,208.5,,,,
-65087,209.2,,,,
-65021,208.9,,,,
-65010,,207.21,,,
-64955,208.8,,,,
-64891,209.1,,,,
-64829,209.6,,,,
-64763,208.8,,,,
-64698,209.0,,,,
-64635,209.4,,,,
-64575,209.9,,,,
-64510,208.8,,,,
-64489,,204.39,,,
-64448,209.6,,,,
-64383,209.0,,,,
-64320,209.2,,,,
-64259,209.7,,,,
-64197,209.4,,,,
-64138,210.0,,,,
-64073,208.6,,,,
-64016,210.6,,,,
-63989,,194.9,,,
-63987,,200.59,,,
-63959,210.7,,,,
-63899,209.5,,,,
-63838,209.6,,,,
-63815,,198.17,,,
-63776,209.4,,,,
-63713,209.1,,,,
-63653,210.1,,,,
-63596,,208.98,,,
-63591,209.2,,,,
-63532,210.0,,,,
-63470,209.3,,,,
-63409,209.6,,,,
-63350,210.2,,,,
-63290,209.7,,,,
-63227,209.1,,,,
-63167,209.6,,,,
-63108,210.0,,,,
-63097,,199.17,,,
-63047,209.3,,,,
-62989,,191.4,,,
-62987,209.9,,,,
-62934,210.9,,,,
-62917,,201.67,,,
-62883,211.3,,,,
-62828,210.6,,,,
-62772,210.5,,,,
-62715,209.5,,,,
-62707,,203.7,,,
-62661,211.8,,,,
-62608,210.1,,,,
-62556,211.6,,,,
-62504,211.5,,,,
-62448,209.9,,,,
-62387,209.6,,,,
-62326,209.4,,,,
-62263,209.1,,,,
-62201,209.5,,,,
-62164,,199.73,,,
-62138,209.0,,,,
-62075,209.2,,,,
-62011,209.2,,,,
-61947,,197.24,,,
-61943,207.9,,,,
-61884,210.0,,,,
-61824,209.8,,,,
-61762,209.0,,,,
-61700,209.3,,,,
-61642,210.2,,,,
-61606,,197.4,,,
-61584,209.9,,,,
-61524,209.6,,,,
-61464,209.5,,,,
-61405,209.5,,,,
-61351,211.2,,,,
-61294,209.9,,,,
-61234,209.6,,,,
-61176,209.8,,,,
-61119,210.2,,,,
-61064,210.4,,,,
-61011,,200.15,,,
-61009,210.5,,,,
-60952,210.3,,,,
-60909,,195.3,,,
-60893,209.5,,,,
-60836,210.2,,,,
-60825,,202.71,,,
-60780,210.1,,,,
-60726,210.7,,,,
-60673,210.8,,,,
-60621,211.2,,,,
-60602,,202.56,,,
-60569,210.9,,,,
-60516,210.7,,,,
-60464,211.0,,,,
-60413,211.5,,,,
-60361,210.8,,,,
-60307,210.3,,,,
-60256,211.4,,,,
-60204,211.1,,,,
-60153,211.1,,,,
-60103,211.3,,,,
-60054,211.6,,,,
-60005,211.3,,,,
-59955,212.0,,,,
-59951,,206.38,,,
-59904,210.7,,,,
-59854,211.3,,,,
-59806,212.0,,,,
-59757,211.7,,,,
-59707,210.9,,,,
-59656,211.2,,,,
-59606,211.5,,,,
-59604,,210.9,,,
-59558,211.2,,,,
-59512,212.6,,,,
-59466,212.4,,,,
-59418,211.7,,,,
-59369,211.2,,,,
-59321,212.2,,,,
-59285,,210.57,,,
-59272,211.5,,,,
-59222,210.9,,,,
-59173,211.8,,,,
-59124,211.5,,,,
-59111,,207.95,,,
-59073,211.1,,,,
-59023,211.2,,,,
-58975,211.8,,,,
-58927,211.6,,,,
-58880,212.1,,,,
-58868,,213.78,,,
-58830,211.1,,,,
-58786,212.7,,,,
-58741,212.5,,,,
-58698,212.5,,,,
-58654,213.1,,,,
-58606,211.5,,,,
-58567,,217.25,,,
-58558,211.3,,,,
-58512,212.6,,,,
-58467,212.2,,,,
-58423,,212.87,,,
-58420,211.9,,,,
-58375,212.1,,,,
-58334,213.6,,,,
-58289,212.3,,,,
-58239,211.1,,,,
-58193,212.1,,,,
-58160,,216.66,,,
-58149,212.2,,,,
-58106,213.9,,,,
-58062,211.3,,,,
-58018,213.0,,,,
-57975,213.0,,,,
-57932,212.7,,,,
-57888,212.6,,,,
-57844,212.5,,,,
-57800,212.6,,,,
-57783,,223.45,,,
-57756,212.3,,,,
-57712,212.6,,,,
-57669,212.5,,,,
-57627,213.5,,,,
-57585,212.7,,,,
-57543,212.9,,,,
-57502,213.2,,,,
-57462,213.8,,,,
-57430,,226.35,,,
-57421,213.6,,,,
-57377,212.0,,,,
-57333,212.7,,,,
-57290,212.5,,,,
-57249,213.5,,,,
-57208,213.3,,,,
-57166,212.3,,,,
-57155,,231.29,,,
-57125,214.0,,,,
-57082,212.4,,,,
-57040,213.1,,,,
-56994,211.8,,,,
-56951,213.1,,,,
-56908,212.3,,,,
-56863,212.4,,,,
-56818,212.2,,,,
-56772,212.1,,,,
-56724,211.5,,,,
-56674,211.2,,,,
-56627,211.4,,,,
-56584,213.1,,,,
-56540,212.5,,,,
-56493,211.7,,,,
-56483,,223.15,,,
-56447,211.9,,,,
-56403,212.6,,,,
-56358,212.4,,,,
-56310,211.7,,,,
-56267,,224.35,,,
-56262,210.6,,,,
-56216,212.8,,,,
-56174,212.6,,,,
-56133,213.4,,,,
-56089,212.4,,,,
-56047,213.1,,,,
-56004,212.6,,,,
-55959,212.0,,,,
-55912,212.1,,,,
-55894,,223.72,,,
-55867,211.5,,,,
-55823,213.0,,,,
-55777,211.8,,,,
-55732,212.2,,,,
-55707,,210.4,,,
-55686,212.0,,,,
-55636,211.2,,,,
-55589,211.8,,,,
-55538,210.7,,,,
-55526,,217.38,,,
-55491,211.9,,,,
-55444,211.7,,,,
-55395,211.1,,,,
-55345,211.2,,,,
-55297,211.3,,,,
-55261,,215.7,,,
-55248,211.7,,,,
-55196,210.2,,,,
-55147,211.5,,,,
-55138,,221.7,,,
-55100,211.8,,,,
-55050,211.0,,,,
-54998,211.0,,,,
-54943,209.7,,,,
-54894,211.6,,,,
-54839,210.0,,,,
-54785,210.2,,,,
-54734,211.0,,,,
-54684,211.0,,,,
-54629,210.0,,,,
-54576,210.4,,,,
-54554,,212.44,,,
-54525,211.0,,,,
-54476,211.1,,,,
-54428,211.5,,,,
-54380,211.6,,,,
-54332,211.5,,,,
-54287,,207.67,,,
-54280,210.5,,,,
-54233,211.7,,,,
-54188,212.0,,,,
-54140,211.5,,,,
-54092,211.3,,,,
-54046,212.3,,,,
-53999,211.5,,,,
-53960,,210.27,,,
-53952,211.4,,,,
-53908,212.5,,,,
-53863,212.2,,,,
-53816,211.6,,,,
-53770,211.7,,,,
-53725,212.4,,,,
-53676,210.9,,,,
-53625,211.0,,,,
-53603,,214.78,,,
-53573,210.4,,,,
-53522,210.7,,,,
-53473,211.5,,,,
-53423,210.9,,,,
-53374,210.9,,,,
-53343,,208.19,,,
-53325,211.5,,,,
-53277,211.4,,,,
-53230,211.3,,,,
-53187,212.9,,,,
-53144,212.5,,,,
-53101,212.4,,,,
-53064,,216.86,,,
-53057,212.6,,,,
-53011,211.3,,,,
-52964,211.8,,,,
-52918,211.6,,,,
-52872,212.1,,,,
-52827,211.8,,,,
-52785,212.8,,,,
-52745,,213.89,,,
-52740,212.1,,,,
-52697,212.8,,,,
-52651,211.6,,,,
-52603,211.4,,,,
-52556,211.1,,,,
-52510,212.2,,,,
-52466,212.0,,,,
-52437,,217.96,,,
-52422,212.1,,,,
-52381,213.0,,,,
-52341,213.3,,,,
-52302,213.4,,,,
-52262,213.3,,,,
-52222,213.1,,,,
-52207,,220.37,,,
-52182,213.3,,,,
-52141,212.9,,,,
-52100,213.2,,,,
-52057,212.1,,,,
-52016,212.5,,,,
-51976,214.0,,,,
-51932,212.0,,,,
-51885,211.5,,,,
-51856,,221.14,,,
-51839,211.7,,,,
-51794,212.1,,,,
-51752,212.2,,,,
-51711,213.7,,,,
-51668,212.2,,,,
-51623,211.6,,,,
-51580,213.0,,,,
-51536,211.9,,,,
-51492,212.3,,,,
-51450,,223.26,,,
-51445,211.2,,,,
-51402,212.6,,,,
-51358,212.2,,,,
-51312,211.5,,,,
-51266,212.0,,,,
-51220,211.4,,,,
-51174,212.0,,,,
-51158,,223.72,,,
-51126,211.0,,,,
-51081,212.0,,,,
-51040,213.0,,,,
-50997,211.9,,,,
-50956,213.7,,,,
-50914,212.3,,,,
-50869,212.0,,,,
-50851,,221.15,,,
-50824,211.5,,,,
-50781,212.8,,,,
-50735,211.6,,,,
-50691,212.2,,,,
-50642,210.9,,,,
-50624,,220.72,,,
-50595,211.7,,,,
-50547,210.9,,,,
-50502,212.3,,,,
-50457,211.8,,,,
-50435,,219.08,,,
-50432,,190.4,,,
-50411,211.7,,,,
-50363,211.1,,,,
-50316,211.5,,,,
-50268,211.2,,,,
-50220,211.3,,,,
-50172,211.1,,,,
-50137,,213.82,,,
-50122,210.9,,,,
-50072,210.9,,,,
-50022,210.4,,,,
-49974,211.6,,,,
-49928,211.6,,,,
-49879,210.9,,,,
-49830,,215.08,,,
-49829,210.8,,,,
-49782,211.7,,,,
-49733,210.8,,,,
-49685,211.2,,,,
-49640,212.0,,,,
-49588,210.2,,,,
-49538,210.8,,,,
-49490,211.1,,,,
-49481,,211.57,,,
-49447,212.6,,,,
-49400,211.2,,,,
-49352,211.2,,,,
-49303,210.8,,,,
-49253,210.7,,,,
-49206,211.2,,,,
-49159,211.8,,,,
-49113,211.3,,,,
-49079,,207.64,,,
-49066,211.6,,,,
-49018,211.2,,,,
-48967,210.1,,,,
-48916,210.8,,,,
-48867,210.6,,,,
-48819,211.8,,,,
-48770,210.6,,,,
-48721,210.6,,,,
-48713,,215.7,,,
-48675,212.2,,,,
-48626,210.8,,,,
-48577,210.7,207.41,,,
-48530,211.5,,,,
-48482,211.1,,,,
-48431,210.3,,,,
-48381,210.9,,,,
-48328,209.9,,,,
-48277,210.6,,,,
-48271,,206.74,,,
-48226,210.2,,,,
-48176,211.0,,,,
-48124,210.1,,,,
-48073,210.7,,,,
-48057,,204.38,,,
-48023,210.6,,,,
-47974,210.7,,,,
-47928,211.7,,,,
-47881,211.3,,,,
-47833,211.2,,,,
-47781,210.1,,,,
-47778,,203.87,,,
-47740,,210.1,,,
-47728,210.0,,,,
-47680,211.3,,,,
-47630,210.7,,,,
-47578,209.8,,,,
-47529,211.3,,,,
-47513,,204.06,,,
-47481,211.0,,,,
-47435,211.5,,,,
-47389,211.4,,,,
-47353,,200.12,,,
-47342,211.5,,,,
-47291,210.3,,,,
-47242,211.0,,,,
-47191,210.3,,,,
-47137,209.7,,,,
-47085,210.3,,,,
-47038,,201.58,,,
-47033,210.4,,,,
-46978,209.3,,,,
-46929,211.0,,,,
-46904,,188.4,,,
-46884,211.6,,,,
-46834,210.6,,,,
-46787,211.2,,,,
-46743,212.0,,,,
-46699,212.0,,,,
-46652,211.1,,,,
-46606,211.3,,,,
-46559,211.5,,,,
-46514,211.3,,,,
-46478,,200.98,,,
-46468,211.7,,,,
-46422,211.1,,,,
-46376,211.6,,,,
-46332,211.6,,,,
-46292,213.3,,,,
-46273,,206.18,,,
-46249,211.8,,,,
-46205,212.0,,,,
-46160,211.5,,,,
-46115,211.5,,,,
-46071,212.1,,,,
-46027,211.8,,,,
-45994,,205.66,,,
-45983,211.8,,,,
-45941,212.4,,,,
-45896,211.4,,,,
-45851,211.8,,,,
-45808,211.7,,,,
-45767,213.0,,,,
-45760,,203.79,,,
-45727,212.6,,,,
-45688,213.2,,,,
-45648,212.8,,,,
-45609,212.6,,,,
-45574,,204.26,,,
-45572,214.2,,,,
-45536,213.7,,,,
-45498,213.4,,,,
-45457,212.5,,,,
-45416,212.6,,,,
-45386,,189.3,,,
-45374,212.1,,,,
-45365,,207.6,,,
-45331,212.2,,,,
-45289,212.2,,,,
-45246,211.9,,,,
-45205,213.0,,,,
-45164,212.5,,,,
-45136,,210.27,,,
-45120,211.4,,,,
-45078,212.2,,,,
-45038,213.1,,,,
-45001,214.0,,,,
-44961,212.0,,,,
-44938,,210.84,,,
-44920,212.9,,,,
-44879,212.2,,,,
-44839,212.8,,,,
-44796,,214.18,,,
-44794,211.6,,,,
-44750,212.1,,,,
-44707,211.2,,,,
-44686,,216.42,,,
-44664,213.0,,,,
-44620,211.4,,,,
-44574,211.3,,,,
-44530,211.7,,,,
-44484,211.5,,,,
-44440,211.7,,,,
-44394,211.3,,,,
-44359,,218.35,,,
-44348,211.3,,,,
-44302,211.2,,,,
-44257,211.6,,,,
-44231,,219.25,,,
-44210,211.1,,,,
-44163,211.1,,,,
-44114,210.5,,,,
-44107,,221.77,,,
-44065,210.6,,,,
-44016,210.7,,,,
-43966,210.5,,,,
-43927,,222.72,,,
-43916,210.5,,,,
-43866,210.3,,,,
-43817,210.7,,,,
-43767,210.4,,,,
-43746,,217.51,,,
-43715,209.9,,,,
-43663,210.1,,,,
-43611,209.8,,,,
-43562,210.5,,,,
-43513,211.1,,,,
-43510,,214.5,,,
-43463,210.1,,,,
-43410,209.8,,,,
-43356,209.5,,,,
-43330,,213.92,,,
-43302,209.5,,,,
-43249,210.1,,,,
-43196,209.7,,,,
-43192,,207.95,,,
-43143,209.7,,,,
-43094,210.6,,,,
-43046,,211.49,,,
-43044,210.6,,,,
-42991,209.6,,,,
-42938,209.9,,,,
-42891,211.1,,,,
-42866,,210.44,,,
-42842,210.5,,,,
-42794,210.7,,,,
-42746,210.9,,,,
-42706,,212.29,,,
-42696,210.2,,,,
-42646,210.4,,,,
-42599,210.9,,,,
-42554,211.4,,,,
-42540,,204.83,,,
-42508,211.8,,,,
-42460,210.3,,,,
-42411,210.2,,,,
-42400,,206.22,,,
-42364,211.5,,,,
-42318,210.8,,,,
-42273,211.5,,,,
-42254,,202.0,,,
-42228,211.7,,,,
-42182,211.1,,,,
-42145,,204.31,,,
-42137,211.3,,,,
-42091,211.2,,,,
-42046,211.5,,,,
-41999,210.9,,,,
-41950,210.3,,,,
-41900,210.7,,,,
-41859,,201.69,,,
-41850,209.8,,,,
-41802,211.2,,,,
-41751,209.8,,,,
-41711,,203.18,,,
-41702,210.5,,,,
-41654,210.7,,,,
-41605,210.8,,,,
-41566,,204.22,,,
-41555,209.9,,,,
-41550,,209.1,,,
-41504,210.1,,,,
-41455,210.8,,,,
-41402,209.4,,,,
-41401,,201.66,,,
-41350,210.1,,,,
-41296,209.3,,,,
-41240,209.2,,,,
-41222,,203.16,,,
-41187,209.5,,,,
-41133,209.6,,,,
-41080,209.5,,,,
-41027,209.9,,,,
-41018,,204.26,,,
-40974,209.3,,,,
-40923,210.1,,,,
-40900,,206.35,,,
-40872,210.4,,,,
-40821,209.6,,,,
-40770,210.5,,,,
-40720,209.5,,,,
-40678,,204.83,,,
-40672,211.6,,,,
-40623,209.7,,,,
-40573,210.5,,,,
-40526,210.7,,,,
-40479,210.8,,,,
-40435,211.9,,,,
-40389,211.0,,,,
-40366,,200.9,,,
-40337,209.7,,,,
-40290,210.7,,,,
-40241,210.5,,,,
-40192,210.3,,,,
-40141,210.2,,,,
-40086,208.9,,,,
-40035,210.2,,,,
-39984,209.9,,,,
-39951,,199.89,,,
-39930,209.5,,,,
-39878,209.6,,,,
-39825,209.6,,,,
-39809,,201.12,,,
-39771,209.4,,,,
-39721,209.8,,,,
-39673,211.1,,,,
-39656,,205.49,,,
-39627,210.8,,,,
-39580,211.1,,,,
-39530,209.9,,,,
-39478,209.8,,,,
-39427,209.7,,,,
-39379,210.7,,,,
-39354,,204.19,,,
-39330,210.6,,,,
-39281,210.1,,,,
-39235,211.1,,,,
-39218,,201.53,,,
-39186,210.2,,,,
-39138,210.6,,,,
-39087,209.8,,,,
-39038,210.5,,,,
-38984,209.1,,,,
-38957,,200.97,,,
-38933,210.2,,,,
-38879,209.2,,,,
-38824,209.1,,,,
-38804,,200.47,,,
-38771,209.3,,,,
-38721,210.3,,,,
-38672,210.4,,,,
-38623,210.1,,,,
-38603,,201.48,,,
-38574,210.4,,,,
-38536,,201.32,,,
-38525,210.3,,,,
-38475,210.1,,,,
-38427,210.6,,,,
-38380,210.3,,,,
-38358,,197.9,,,
-38339,212.4,,,,
-38295,211.5,,,,
-38249,210.6,,,,
-38206,211.9,,,,
-38195,,193.69,,,
-38163,211.8,,,,
-38162,,193.08,,,
-38121,211.5,,,,
-38093,,192.6,,,
-38078,212.2,,,,
-38033,210.8,,,,
-37988,211.2,,,,
-37950,,197.55,,,
-37945,211.5,,,,
-37935,,193.87,,,
-37903,212.0,,,,
-37862,211.9,,,,
-37820,211.9,,,,
-37807,,193.58,,,
-37778,211.7,,,,
-37759,,196.67,,,
-37734,211.3,,,,
-37692,211.8,,,,
-37671,,195.7,,,
-37650,212.0,,,,
-37607,211.1,,,,
-37565,,200.4,,,
-37564,212.5,,,,
-37520,210.7,,,,
-37504,,198.14,,,
-37475,211.1,,,,
-37453,,191.53,,,
-37431,211.2,,,,
-37429,,204.78,,,
-37392,212.8,,,,
-37390,,207.87,,,
-37370,,209.33,,,
-37353,,209.5,,,
-37351,212.4,,,,
-37316,,208.69,,,
-37306,210.5,,,,
-37260,211.1,,,,
-37217,211.2,,,,
-37176,212.2,,,,
-37170,,207.32,,,
-37140,213.7,,,,
-37104,,204.28,,,
-37102,213.1,,,,
-37064,211.9,,,,
-37027,,202.34,,,
-37024,213.2,,,,
-37006,,205.99,,,
-36985,212.1,,,,
-36944,212.2,,,,
-36925,,205.65,,,
-36903,212.3,,,,
-36863,,206.09,,,
-36860,211.2,,,,
-36815,211.5,,,,
-36773,,206.54,,,
-36769,210.2,,,,
-36724,211.5,,,,
-36721,,204.46,,,
-36678,210.4,,,,
-36672,,204.79,,,
-36634,211.5,,,,
-36624,,208.23,,,
-36587,210.5,,,,
-36583,,210.08,,,
-36544,211.7,,,,
-36523,,207.23,,,
-36497,210.4,,,,
-36463,,210.79,,,
-36449,210.5,,,,
-36409,,208.0,,,
-36403,210.4,,,,
-36359,211.7,,,,
-36334,,207.41,,,
-36314,211.3,,,,
-36266,210.2,,,,
-36242,,206.52,,,
-36216,209.8,208.34,,,
-36164,209.5,,,,
-36138,,214.36,,,
-36114,209.7,,,,
-36065,210.4,,,,
-36050,,211.21,,,
-36016,210.3,,,,
-35967,209.9,,,,
-35945,,214.21,,,
-35919,210.6,,,,
-35871,210.3,,,,
-35827,,212.09,,,
-35822,210.1,,,,
-35774,210.3,,,,
-35726,210.5,,,,
-35698,,212.14,,,
-35679,210.5,,,,
-35669,,214.3,,,
-35630,210.0,,,,
-35579,209.8,,,,
-35528,209.7,,,,
-35521,,209.1,,,
-35511,,209.84,,,
-35481,,212.51,,,
-35476,209.3,,,,
-35427,210.3,,,,
-35388,,206.59,,,
-35379,210.3,,,,
-35352,,209.66,,,
-35346,,208.25,,,
-35331,210.3,,,,
-35282,210.4,,,,
-35230,209.1,,,,
-35193,,207.35,,,
-35180,210.2,,,,
-35169,,210.16,,,
-35130,209.7,,,,
-35083,210.5,,,,
-35073,,206.36,,,
-35036,210.7,,,,
-34990,210.5,203.51,,,
-34939,209.7,,,,
-34889,209.8,,,,
-34870,,202.76,,,
-34846,211.5,,,,
-34798,210.3,,,,
-34763,,203.75,,,
-34750,210.1,,,,
-34720,,203.77,,,
-34702,210.2,,,,
-34656,210.8,,,,
-34642,,205.1,,,
-34611,211.3,,,,
-34565,210.6,,,,
-34556,,198.96,,,
-34517,209.9,,,,
-34471,210.7,,,,
-34426,211.3,,,,
-34381,210.7,,,,
-34333,210.3,,,,
-34312,,200.09,,,
-34284,210.0,,,,
-34239,211.0,,,,
-34223,,201.78,,,
-34194,211.0,,,,
-34145,209.9,,,,
-34136,,204.12,,,
-34099,210.7,,,,
-34052,210.6,,,,
-34005,210.0,,,,
-33998,,198.8,,,
-33958,211.0,,,,
-33910,209.8,,,,
-33905,,203.29,,,
-33862,210.3,,,,
-33813,210.2,,,,
-33760,209.3,,,,
-33752,,200.5,,,
-33722,,201.81,,,
-33707,208.8,,,,
-33654,209.4,,,,
-33618,,201.83,,,
-33602,209.2,,,,
-33581,,201.89,,,
-33558,,202.04,,,
-33551,209.8,,,,
-33547,,201.06,,,
-33498,209.2,,,,
-33496,,200.3,,,
-33444,208.8,,,,
-33433,,201.36,,,
-33409,,203.62,,,
-33389,208.8,,,,
-33387,,204.47,,,
-33334,208.8,,,,
-33332,,205.38,,,
-33280,208.8,,,,
-33226,208.8,,,,
-33216,,203.6,,,
-33175,209.6,,,,
-33140,,198.78,,,
-33125,210.3,,,,
-33075,209.1,,,,
-33059,,205.3,,,
-33027,210.6,,,,
-32980,210.3,,,,
-32932,210.2,,,,
-32917,,203.09,,,
-32883,209.9,,,,
-32876,,202.8,,,
-32836,210.3,,,,
-32787,210.1,,,,
-32761,,197.16,,,
-32743,210.9,,,,
-32698,,198.89,,,
-32697,210.6,,,,
-32670,,200.29,,,
-32653,,199.49,,,
-32650,210.3,,,,
-32607,,199.65,,,
-32604,210.8,,,,
-32558,210.4,,,,
-32511,210.3,,,,
-32463,210.2,,,,
-32413,209.6,,,,
-32384,,196.2,,,
-32363,,196.27,,,
-32361,209.1,,,,
-32310,209.8,,,,
-32301,,195.79,,,
-32257,209.1,,,,
-32240,,194.89,,,
-32202,208.5,,,,
-32148,209.1,,,,
-32114,,195.93,,,
-32094,208.9,,,,
-32042,,195.41,,,
-32039,208.6,,,,
-32007,,196.47,,,
-31987,209.2,,,,
-31976,,194.47,,,
-31958,,194.46,,,
-31940,210.3,,,,
-31936,,195.27,,,
-31893,210.4,,,,
-31891,,195.63,,,
-31842,209.4,,,,
-31808,,200.03,,,
-31796,210.6,,,,
-31748,210.0,,,,
-31700,210.2,,,,
-31650,209.6,,,,
-31605,,197.8,,,
-31601,210.1,,,,
-31552,209.7,,,,
-31541,,197.13,,,
-31505,210.0,,,,
-31468,,196.9,,,
-31461,211.5,,,,
-31416,210.3,,,,
-31371,211.3,,,,
-31324,209.9,,,,
-31274,209.5,,,,
-31226,210.1,,,,
-31198,,197.65,,,
-31180,210.9,,,,
-31128,209.2,,,,
-31072,208.0,,,,
-31059,,196.33,,,
-31019,209.5,,,,
-30966,208.5,,,,
-30931,,196.7,,,
-30914,209.5,,,,
-30863,,199.3,,,
-30862,209.3,,,,
-30811,209.5,,,,
-30764,,195.94,,,
-30758,209.0,,,,
-30728,,195.08,,,
-30703,208.4,,,,
-30649,208.9,,,,
-30645,,194.43,,,
-30596,209.1,,,,
-30561,,194.61,,,
-30540,208.5,,,,
-30487,208.9,,,,
-30485,,194.11,,,
-30438,209.9,,,,
-30411,,195.25,,,
-30388,209.6,,,,
-30358,,192.47,,,
-30339,209.7,,,,
-30294,210.8,,,,
-30245,209.5,,,,
-30201,,196.91,,,
-30198,,196.42,,,
-30194,209.5,,,,
-30144,209.5,,,,
-30130,,193.91,,,
-30094,209.5,,,,
-30077,,193.33,,,
-30044,209.5,,,,
-29992,209.1,,,,
-29984,,192.51,,,
-29940,209.2,,,,
-29888,209.2,,,,
-29868,,192.93,,,
-29842,,193.71,,,
-29837,209.4,,,,
-29788,209.8,,,,
-29734,208.5,,,,
-29685,210.1,,,,
-29634,209.2,,,,
-29581,209.2,,,,
-29574,,189.95,,,
-29527,208.4,,,,
-29477,210.0,,,,
-29424,208.6,,,,
-29406,,188.48,,,
-29371,209.0,,,,
-29318,209.0,,,,
-29265,208.6,,,,
-29214,209.5,,,,
-29167,210.1,,,,
-29155,,188.0,,,
-29121,210.6,,,,
-29074,210.1,,,,
-29026,210.0,,,,
-28979,210.1,,,,
-28931,210.0,,,,
-28881,209.5,,,,
-28830,209.0,,,,
-28826,,190.33,,,
-28784,210.5,,,,
-28763,,187.14,,,
-28740,210.9,,,,
-28692,209.8,,,,
-28648,211.0,,,,
-28602,210.2,,,,
-28579,,182.94,,,
-28556,210.3,,,,
-28509,210.2,,,,
-28461,209.7,,,,
-28450,,184.3,,,
-28413,210.1,,,,
-28365,209.6,,,,
-28363,,185.99,,,
-28328,,186.52,,,
-28316,210.1,,,,
-28266,209.2,,,,
-28232,,188.48,,,
-28216,209.5,,,,
-28165,209.3,,,,
-28152,,188.25,,,
-28113,209.0,,,,
-28070,,191.7,,,
-28063,209.6,,,,
-28049,,191.57,,,
-28015,209.8,,,,
-28002,,191.38,,,
-27966,209.8,,,,
-27919,209.7,,,,
-27888,,190.97,,,
-27872,210.6,,,,
-27826,210.2,,,,
-27793,,191.28,,,
-27777,209.5,,,,
-27731,,189.77,,,
-27727,209.7,,,,
-27674,209.0,,,,
-27659,,189.24,,,
-27620,208.5,,,,
-27567,209.0,,,,
-27514,209.3,,,,
-27460,,189.21,,,
-27459,208.2,,,,
-27416,,189.83,,,
-27405,208.6,,,,
-27374,,191.01,,,
-27354,209.6,,,,
-27305,210.1,,,,
-27300,,192.39,,,
-27255,,188.1,,,
-27254,209.0,,,,
-27203,209.5,,,,
-27201,,192.26,,,
-27155,209.8,,,,
-27113,,188.5,,,
-27109,210.7,,,,
-27062,210.6,,,,
-27059,,192.87,,,
-27011,209.3,,,,
-26999,,193.26,,,
-26956,207.9,,,,
-26953,,192.69,,,
-26904,209.8,,,,
-26892,,193.89,,,
-26853,209.4,,,,
-26803,209.2,,,,
-26774,,193.8,,,
-26757,211.5,,,,
-26709,209.6,,,,
-26676,,192.82,,,
-26661,210.2,,,,
-26627,,193.1,,,
-26611,209.7,,,,
-26559,209.2,,,,
-26503,208.5,,,,
-26477,,189.65,,,
-26464,,189.16,,,
-26448,208.8,,,,
-26420,,192.63,,,
-26394,208.7,,,,
-26339,208.9,,,,
-26322,,191.59,,,
-26283,208.3,,,,
-26264,,191.82,,,
-26228,208.7,,,,
-26175,209.0,,,,
-26147,,189.96,,,
-26121,209.4,,,,
-26066,208.3,,,,
-26023,,189.29,,,
-26008,208.3,,,,
-25977,,188.99,,,
-25952,208.5,,,,
-25935,,189.28,,,
-25916,,190.58,,,
-25898,208.9,,,,
-25871,,187.59,,,
-25845,209.1,,,,
-25789,208.5,,,,
-25769,,189.3,,,
-25764,,190.61,,,
-25737,209.4,192.71,,,
-25711,,191.46,,,
-25681,208.5,,,,
-25636,,191.95,,,
-25624,208.1,,,,
-25600,,191.53,,,
-25570,209.3,,,,
-25553,,191.23,,,
-25514,208.5,,,,
-25492,,191.95,,,
-25459,208.6,,,,
-25406,209.5,,,,
-25350,208.3,,,,
-25330,,190.06,,,
-25296,208.9,,,,
-25242,209.5,,,,
-25220,,194.93,,,
-25186,208.0,,,,
-25135,,186.27,,,
-25131,208.9,,,,
-25092,,187.39,,,
-25075,208.4,,,,
-25018,208.3,,,,
-25005,,188.08,,,
-24964,209.2,,,,
-24910,208.9,,,,
-24908,,186.43,,,
-24855,208.8,,,,
-24800,208.6,,,,
-24754,,185.44,,,
-24744,208.6,,,,
-24689,208.9,,,,
-24631,208.2,,,,
-24587,,185.51,,,
-24573,208.0,,,,
-24516,208.3,,,,
-24511,,186.01,,,
-24462,209.1,,,,
-24408,209.1,,,,
-24365,,183.77,,,
-24353,208.7,,,,
-24304,,184.57,,,
-24297,208.5,,,,
-24242,208.6,,,,
-24187,209.1,,,,
-24132,208.6,,,,
-24078,208.9,,,,
-24066,,184.52,,,
-24044,,191.6,,,
-24022,208.6,,,,
-23966,208.5,,,,
-23909,208.4,,,,
-23852,208.3,,,,
-23836,,186.54,,,
-23796,208.6,,,,
-23745,209.5,,,,
