year,temp,co2,sea_ice,temp_ireland,rainfall_ireland
-208016,,244.6,,,
-207944,215.8,,,,
-207867,,239.5,,,
-207851,215.0,,,,
-207758,215.1,,,,
-207666,215.1,,,,
-207577,215.6,,,,
-207495,,242.2,,,
-207486,215.3,,,,
-207482,,246.9,,,
-207394,215.3,,,,
-207301,214.9,,,,
-207210,215.5,,,,
-207132,,240.5,,,
-207120,215.4,,,,
-207045,,252.0,,,
-207033,215.9,,,,
-206938,214.8,,,,
-206872,,230.0,,,
-206853,,247.2,,,
-206843,215.0,,,,
-206745,214.5,,,,
-206648,214.7,,,,
-206553,214.8,,,,
-206458,214.8,,,,
-206361,214.8,,,,
-206325,,237.2,,,
-206304,,243.9,,,
-206260,214.0,,,,
-206165,215.0,,,,
-206159,,238.1,,,
-206114,,244.6,,,
-206067,214.5,,,,
-205971,214.7,,,,
-205880,215.3,,,,
-205787,215.1,,,,
-205691,214.6,,,,
-205673,,231.4,,,
-205594,,242.2,,,
-205593,214.5,,,,
-205494,214.4,,,,
-205393,214.2,,,,
-205294,214.3,,,,
-205290,,229.4,,,
-205198,214.7,,,,
-205170,,240.5,,,
-205101,214.7,,,,
-205000,213.8,,,,
-204947,,226.3,,,
-204905,215.1,,,,
-204860,,230.0,,,
-204806,214.3,,,,
-204707,214.3,,,,
-204608,214.4,,,,
-204508,214.1,,,,
-204410,,228.6,,,
-204408,214.4,,,,
-204304,213.8,,,,
-204195,213.2,,,,
-204194,,237.2,,,
-204090,213.8,,,,
-204002,,238.1,,,
-203995,,232.2,,,
-203990,214.4,,,,
-203883,213.4,,,,
-203775,213.4,,,,
-203669,213.7,,,,
-203626,,231.9,,,
-203556,213.0,,,,
-203441,212.6,,,,
-203412,,231.4,,,
-203333,213.6,,,,
-203253,,244.4,,,
-203224,213.3,,,,
-203111,213.0,,,,
-203000,213.0,,,,
-202958,,229.4,,,
-202893,213.7,,,,
-202777,212.5,,,,
-202670,213.6,,,,
-202559,213.1,,,,
-202530,,226.3,,,
-202446,212.9,,,,
-202336,213.1,,,,
-202235,214.2,,,,
-202131,213.7,,,,
-202024,213.5,,,,
-201924,214.1,,,,
-201892,,247.6,,,
-201887,,228.6,,,
-201828,214.6,,,,
-201728,214.1,,,,
-201627,214.1,,,,
-201526,213.9,,,,
-201432,214.9,,,,
-201367,,232.2,,,
-201338,214.6,,,,
-201244,214.9,,,,
-201152,214.9,,,,
-201064,215.3,,,,
-200981,216.1,,,,
-200924,,231.9,,,
-200898,216.0,,,,
-200814,216.0,,,,
-200794,,239.1,,,
-200725,215.2,,,,
-200631,214.7,,,,
-200550,216.4,,,,
-200464,215.5,,,,
-200463,,244.4,,,
-200377,215.6,,,,
-200292,215.7,,,,
-200206,215.6,,,,
-200124,216.1,,,,
-200037,215.5,,,,
-199949,215.3,,,,
-199860,215.3,,,,
-199802,,250.9,,,
-199771,215.2,,,,
-199683,215.3,,,,
-199600,216.2,,,,
-199515,215.5,,,,
-199431,215.9,,,,
-199350,216.1,,,,
-199270,216.4,,,,
-199213,,247.6,,,
-199181,215.1,,,,
-199093,215.2,,,,
-199006,215.5,,,,
-198921,215.6,,,,
-198834,215.3,,,,
-198749,215.8,,,,
-198663,215.4,,,,
-198578,215.6,,,,
-198492,215.6,,,,
-198405,215.3,,,,
-198315,214.9,,,,
-198229,215.5,,,,
-198152,216.7,,,,
-198071,216.1,,,,
-197983,215.1,,,,
-197968,,239.1,,,
-197894,215.2,,,,
-197800,214.4,,,,
-197712,215.2,,,,
-197627,215.6,,,,
-197539,215.1,,,,
-197449,214.9,,,,
-197358,214.9,,,,
-197267,214.7,,,,
-197178,215.0,,,,
-197091,215.5,,,,
-197022,,250.9,,,
-196996,214.2,,,,
-196988,,242.6,,,
-196901,214.2,,,,
-196806,214.4,,,,
-196713,214.6,,,,
-196616,214.1,,,,
-196518,213.9,,,,
-196419,213.8,,,,
-196377,,241.2,,,
-196317,213.6,,,,
-196212,213.2,,,,
-196106,213.0,,,,
-196009,214.3,,,,
-195905,213.1,,,,
-195802,213.6,,,,
-195696,212.9,,,,
-195637,,226.4,,,
-195596,214.0,,,,
-195490,212.9,,,,
-195382,212.9,,,,
-195272,212.7,,,,
-195172,213.6,,,,
-195077,214.2,,,,
-194965,212.5,,,,
-194855,212.8,,,,
-194744,212.5,,,,
-194637,213.0,,,,
-194526,212.5,,,,
-194401,211.3,,,,
-194285,212.2,,,,
-194229,,242.6,,,
-194167,211.9,,,,
-194047,211.7,,,,
-193926,211.7,,,,
-193850,,220.0,,,
-193800,211.1,,,,
-193723,,241.2,,,
-193681,212.0,,,,
-193550,210.7,,,,
-193428,211.7,,,,
-193300,211.0,,,,
-193176,211.4,226.5,,,
-193067,,226.4,,,
-193050,211.2,,,,
-192926,211.4,,,,
-192792,210.5,,,,
-192669,211.4,,,,
-192557,212.6,,,,
-192441,212.0,,,,
-192323,211.8,,,,
-192201,211.4,,,,
-192084,212.0,,,,
-191964,211.5,,,,
-191860,213.2,,,,
-191758,213.3,,,,
-191655,213.1,,,,
-191554,213.5,,,,
-191531,,220.0,,,
-191445,212.5,,,,
-191334,212.6,,,,
-191210,211.1,,,,
-191124,,218.0,,,
-191091,211.8,,,,
-190966,211.1,,,,
-190960,,226.5,,,
-190842,211.3,,,,
-190713,210.8,,,,
-190585,210.9,,,,
-190458,211.1,,,,
-190320,210.0,,,,
-190192,211.0,,,,
-190055,210.1,,,,
-190014,,220.3,,,
-189918,210.1,,,,
-189792,211.1,,,,
-189670,211.4,,,,
-189552,211.8,,,,
-189424,210.7,,,,
-189304,211.5,231.4,,,
-189185,211.6,,,,
-189069,211.9,,,,
-188948,211.4,,,,
-188828,211.4,,,,
-188714,212.0,,,,
-188602,212.0,,,,
-188493,212.7,,,,
-188402,,218.0,,,
-188376,211.5,,,,
-188259,211.7,,,,
-188146,212.1,,,,
-188028,211.6,,,,
-187921,212.6,,,,
-187856,,231.3,,,
-187813,212.5,,,,
-187705,212.5,,,,
-187599,212.5,,,,
-187505,214.2,,,,
-187412,213.9,,,,
-187322,214.4,,,,
-187228,213.8,,,,
-187127,213.2,,,,
-187126,,220.3,,,
-187026,213.1,,,,
-186918,212.3,,,,
-186811,212.6,,,,
-186705,212.6,,,,
-186589,211.6,,,,
-186487,,210.7,,,
-186486,,231.4,,,
-186472,211.6,,,,
-186353,211.4,,,,
-186232,211.2,,,,
-186117,211.7,,,,
-185994,210.9,,,,
-185879,211.8,,,,
-185751,210.6,,,,
-185621,210.4,,,,
-185491,210.4,,,,
-185360,210.3,,,,
-185224,209.9,,,,
-185090,210.0,,,,
-184953,209.8,,,,
-184816,209.7,,,,
-184747,,231.3,,,
-184690,210.7,,,,
-184560,210.4,,,,
-184461,,203.4,,,
-184425,209.9,,,,
-184286,209.6,,,,
-184141,209.1,,,,
-184004,209.8,,,,
-183863,209.5,,,,
-183720,209.3,,,,
-183585,209.9,,,,
-183449,209.7,,,,
-183315,210.0,,,,
-183175,209.5,,,,
-183030,209.1,,,,
-182892,209.5,,,,
-182760,210.2,,,,
-182735,,210.7,,,
-182622,209.5,,,,
-182487,209.8,,,,
-182421,,199.7,,,
-182352,209.8,,,,
-182219,210.0,,,,
-182081,209.5,,,,
-181951,210.1,,,,
-181825,210.5,,,,
-181683,209.2,,,,
-181545,209.5,,,,
-181411,209.9,,,,
-181308,,198.1,,,
-181277,209.8,,,,
-181136,209.2,,,,
-181008,210.2,,,,
-180888,211.1,,,,
-180753,209.6,,,,
-180615,209.4,,,,
-180485,210.1,,,,
-180353,209.9,,,,
-180246,,217.7,,,
-180225,210.2,,,,
-180096,,203.4,,,
-180092,209.7,,,,
-179958,209.7,,,,
-179825,209.8,,,,
-179698,210.1,,,,
-179578,210.9,,,,
-179449,210.0,,,,
-179352,,213.2,,,
-179318,209.8,,,,
-179202,211.3,,,,
-179076,210.2,,,,
-178942,209.6,,,,
-178810,209.8,,,,
-178684,210.3,,,,
-178557,210.1,,,,
-178433,210.4,,,,
-178315,211.0,,,,
-178202,211.4,,,,
-178118,,199.7,,,
-178091,211.5,,,,
-177979,211.4,,,,
-177923,,207.7,,,
-177878,212.5,,,,
-177770,211.7,,,,
-177663,211.9,,,,
-177559,212.1,,,,
-177458,212.6,,,,
-177356,212.2,,,,
-177260,213.0,,,,
-177167,,198.1,,,
-177162,212.7,,,,
-177060,212.6,,,,
-176943,210.6,,,,
-176835,211.8,,,,
-176732,212.2,,,,
-176623,211.6,,,,
-176519,212.1,,,,
-176418,212.5,,,,
-176310,211.6,,,,
-176229,,217.7,,,
-176199,211.5,,,,
-176077,210.3,,,,
-175958,210.7,,,,
-175834,210.1,,,,
-175780,,190.1,,,
-175702,209.5,,,,
-175584,,189.4,,,
-175572,209.7,,,,
-175444,209.9,,,,
-175314,209.8,,,,
-175189,,213.2,,,
-175178,209.2,,,,
-175047,209.5,,,,
-174915,209.5,,,,
-174903,,190.3,,,
-174793,210.3,,,,
-174672,210.5,,,,
-174556,210.8,,,,
-174441,210.9,,,,
-174317,210.0,,,,
-174199,210.5,,,,
-174085,211.0,,,,
-173966,210.4,,,,
-173883,,196.0,,,
-173850,210.8,,,,
-173731,210.4,,,,
-173610,210.3,,,,
-173489,210.3,,,,
-173370,210.4,,,,
-173356,,207.7,,,
-173249,210.3,,,,
-173126,210.1,,,,
-172999,209.7,,,,
-172877,210.2,,,,
-172755,210.1,,,,
-172639,210.8,,,,
-172520,210.3,,,,
-172492,,197.7,,,
-172406,211.0,,,,
-172284,210.0,,,,
-172169,210.8,,,,
-172056,211.0,,,,
-171938,210.4,,,,
-171826,211.0,,,,
-171720,211.7,,,,
-171613,211.3,,,,
-171514,212.3,,,,
-171444,,190.1,,,
-171411,211.6,,,,
-171314,212.6,,,,
-171217,212.5,,,,
-171185,,189.4,,,
-171115,211.7,,,,
-171017,212.4,,,,
-170915,211.8,,,,
-170810,211.6,,,,
-170699,211.0,,,,
-170579,210.1,,,,
-170484,,190.3,,,
-170459,210.3,,,,
-170337,210.0,,,,
-170216,210.0,,,,
-170099,210.5,,,,
-169989,,197.8,,,
-169982,210.3,,,,
-169868,210.7,,,,
-169755,210.8,,,,
-169641,210.6,,,,
-169523,210.3,,,,
-169406,210.3,,,,
-169401,,196.0,,,
-169292,210.7,,,,
-169174,210.4,,,,
-169073,211.8,,,,
-168970,211.7,,,,
-168858,210.8,,,,
-168746,210.8,,,,
-168635,210.8,,,,
-168531,211.6,,,,
-168430,211.9,,,,
-168329,211.8,,,,
-168228,211.9,,,,
-168121,211.2,,,,
-168009,210.6,,,,
-167906,211.7,,,,
-167805,211.9,,,,
-167702,211.6,,,,
-167598,211.3,,,,
-167564,,196.6,,,
-167542,,197.7,,,
-167502,212.5,,,,
-167406,212.3,,,,
-167304,211.6,,,,
-167204,212.0,,,,
-167098,211.2,,,,
-166988,210.9,,,,
-166874,210.4,,,,
-166796,,183.8,,,
-166769,211.4,,,,
-166667,211.8,,,,
-166557,210.8,,,,
-166447,210.8,,,,
-166336,210.7,,,,
-166227,211.0,,,,
-166109,210.1,,,,
-165990,210.0,,,,
-165964,,186.7,,,
-165868,209.8,,,,
-165756,210.7,,,,
-165640,210.2,,,,
-165527,210.5,,,,
-165399,209.1,,,,
-165282,210.4,,,,
-165233,,197.8,,,
-165165,210.2,,,,
-165046,210.0,,,,
-164923,209.6,,,,
-164834,,190.1,,,
-164807,210.2,,,,
-164693,210.6,,,,
-164572,209.7,,,,
-164451,209.8,,,,
-164324,209.2,,,,
-164206,210.1,,,,
-164193,,191.6,,,
-164086,209.8,,,,
-163963,209.6,,,,
-163842,209.7,,,,
-163723,210.0,,,,
-163596,209.2,,,,
-163465,208.9,,,,
-163340,209.4,,,,
-163218,209.7,,,,
-163101,210.0,,,,
-162994,211.2,,,,
-162887,211.0,,,,
-162769,209.9,,,,
-162656,210.4,,,,
-162551,211.3,,,,
-162489,,196.6,,,
-162445,210.9,,,,
-162385,,196.5,,,
-162342,211.5,,,,
-162241,211.5,,,,
-162138,211.4,,,,
-162036,211.4,,,,
-161933,211.3,,,,
-161908,,204.3,,,
-161830,211.3,,,,
-161748,,183.8,,,
-161737,212.5,,,,
-161636,211.4,,,,
-161538,211.9,,,,
-161438,211.6,,,,
-161337,211.5,,,,
-161234,211.2,,,,
-161136,212.2,,,,
-161074,,186.7,,,
-161021,209.9,,,,
-160922,211.7,,,,
-160817,211.2,,,,
-160701,209.9,,,,
-160586,210.2,,,,
-160466,209.5,,,,
-160352,210.4,,,,
-160278,,190.1,,,
-160234,209.8,,,,
-160121,210.3,,,,
-160008,210.3,,,,
-159895,210.2,,,,
-159789,211.1,,,,
-159729,,191.6,,,
-159682,210.8,,,,
-159573,210.7,,,,
-159457,209.8,,,,
-159354,211.4,,,,
-159249,211.0,,,,
-159144,210.9,,,,
-159042,211.3,,,,
-158937,211.0,,,,
-158833,211.1,,,,
-158734,211.7,,,,
-158631,211.1,,,,
-158541,212.8,,,,
-158444,211.5,,,,
-158348,211.9,,,,
-158253,212.1,,,,
-158205,,187.5,,,
-158154,211.4,,,,
-158056,211.7,,,,
-157993,,196.5,,,
-157955,211.4,,,,
-157848,210.8,,,,
-157766,,185.5,,,
-157738,210.2,,,,
-157637,211.5,,,,
-157612,,204.3,,,
-157532,210.9,,,,
-157432,211.4,,,,
-157330,211.3,,,,
-157209,209.3,,,,
-157093,209.9,,,,
-156978,209.9,,,,
-156862,209.9,,,,
-156748,210.1,,,,
-156716,,189.0,,,
-156625,209.2,,,,
-156498,208.8,,,,
-156380,209.7,,,,
-156262,209.6,,,,
-156144,209.7,,,,
-156028,209.8,,,,
-155901,208.8,,,,
-155779,209.4,,,,
-155660,209.6,,,,
-155529,208.5,,,,
-155396,208.3,,,,
-155264,208.5,,,,
-155144,209.4,,,,
-155027,209.8,,,,
-154914,210.0,,,,
-154800,210.0,,,,
-154678,209.1,,,,
-154563,209.9,,,,
-154448,209.9,,,,
-154357,,189.38,,,
-154329,209.5,,,,
-154209,209.3,,,,
-154091,209.7,,,,
-153971,209.4,,,,
-153863,,187.5,,,
-153849,209.1,,,,
-153733,209.8,,,,
-153620,210.0,,,,
-153510,210.2,,,,
-153445,,185.5,,,
-153400,210.4,,,,
-153282,209.4,,,,
-153162,209.3,,,,
-153050,210.0,,,,
-152942,210.4,,,,
-152939,,196.3,,,
-152836,210.6,,,,
-152729,210.5,,,,
-152622,210.5,,,,
-152530,,189.0,,,
-152508,209.8,,,,
-152399,210.3,,,,
-152292,210.5,,,,
-152187,210.5,,,,
-152092,212.0,,,,
-151986,210.3,,,,
-151884,211.0,,,,
-151825,,198.78,,,
-151786,211.5,,,,
-151685,211.0,,,,
-151582,210.7,,,,
-151480,211.0,,,,
-151377,210.8,,,,
-151270,210.5,,,,
-151165,210.6,,,,
-151060,210.6,,,,
-150957,210.8,,,,
-150853,210.7,,,,
-150751,210.8,,,,
-150652,211.4,,,,
-150546,210.3,,,,
-150446,211.2,,,,
-150346,211.0,,,,
-150242,210.6,,,,
-150139,210.7,,,,
-150038,211.0,,,,
-149936,210.9,,,,
-149836,211.1,,,,
-149735,210.8,,,,
-149633,210.8,,,,
-149536,211.4,,,,
-149495,,202.35,,,
-149473,,200.6,,,
-149438,211.2,,,,
-149343,211.5,,,,
-149247,211.4,,,,
-149150,211.4,,,,
-149053,211.2,,,,
-148957,211.5,,,,
-148855,210.5,,,,
-148758,211.5,,,,
-148654,210.5,,,,
-148645,,202.51,,,
-148549,210.5,,,,
-148440,209.9,,,,
-148332,210.3,,,,
-148224,210.1,,,,
-148117,210.2,,,,
-148014,210.7,,,,
-147971,,188.9,,,
-147906,210.1,,,,
-147853,,191.9,,,
-147798,210.0,,,,
-147691,210.2,,,,
-147587,210.4,,,,
-147516,,201.78,,,
-147489,211.2,,,,
-147389,211.0,,,,
-147284,210.2,,,,
-147185,211.0,,,,
-147086,211.0,,,,
-146980,210.3,,,,
-146881,,203.0,,,
-146868,209.6,,,,
-146757,209.9,,,,
-146644,209.5,,,,
-146531,209.6,,,,
-146420,209.8,,,,
-146313,210.1,,,,
-146283,,195.81,,,
-146213,210.9,,,,
-146110,210.5,,,,
-146008,210.7,,,,
-145905,210.1,,,,
-145817,212.7,,,,
-145713,210.2,,,,
-145608,210.4,,,,
-145501,210.1,,,,
-145393,209.9,,,,
-145288,210.3,,,,
-145188,211.0,,,,
-145077,209.6,,,,
-144960,209.1,,,,
-144848,209.6,,,,
-144739,210.0,,,,
-144626,209.4,,,,
-144523,210.5,,,,
-144418,210.3,,,,
-144312,210.2,,,,
-144200,209.4,,,,
-144158,,193.59,,,
-144096,210.5,,,,
-143991,210.1,,,,
-143883,209.9,,,,
-143780,210.5,,,,
-143672,209.9,,,,
-143566,210.1,,,,
-143461,210.1,,,,
-143413,,196.9,,,
-143360,210.8,,,,
-143256,210.3,,,,
-143145,209.5,,,,
-143031,209.3,,,,
-142924,210.1,,,,
-142850,,196.02,,,
-142811,209.3,,,,
-142704,209.9,,,,
-142604,210.9,,,,
-142501,210.4,,,,
-142389,209.4,,,,
-142277,209.6,,,,
-142166,209.5,,,,
-142062,210.2,,,,
-141962,210.7,,,,
-141858,210.1,,,,
-141753,210.3,,,,
-141701,,194.59,,,
-141645,209.7,,,,
-141536,209.8,,,,
-141421,209.1,,,,
-141311,209.6,,,,
-141206,210.0,,,,
-141104,210.6,,,,
-140999,209.9,,,,
-140897,210.5,,,,
-140794,210.4,,,,
-140680,209.1,,,,
-140570,209.6,,,,
-140464,210.0,,,,
-140411,,196.51,,,
-140355,209.6,,,,
-140245,209.7,,,,
-140132,209.2,,,,
-140108,,190.4,,,
-140019,209.3,,,,
-139908,209.4,,,,
-139799,209.7,,,,
-139688,209.4,,,,
-139584,210.2,,,,
-139479,210.0,,,,
-139366,209.3,,,,
-139255,209.2,,,,
-139151,210.4,,,,
-139041,209.3,,,,
-139010,,196.4,,,
-138949,,195.6,,,
-138935,209.9,,,,
-138823,209.3,,,,
-138714,209.6,,,,
-138608,209.9,,,,
-138502,209.9,,,,
-138394,209.7,,,,
-138284,209.5,,,,
-138174,209.5,,,,
-138062,209.4,,,,
-138000,,192.75,,,
-137949,209.0,,,,
-137840,209.7,,,,
-137736,210.0,,,,
-137667,,196.5,,,
-137628,209.6,,,,
-137528,210.5,,,,
-137424,209.9,,,,
-137325,,192.3,,,
-137319,209.9,,,,
-137219,210.4,,,,
-137117,210.1,,,,
-137017,210.5,,,,
-136916,210.2,,,,
-136884,,198.55,,,
-136812,209.8,,,,
-136714,210.7,,,,
-136613,210.3,,,,
-136513,210.3,,,,
-136412,210.2,,,,
-136317,211.0,,,,
-136235,,190.2,,,
-136223,211.0,,,,
-136118,209.7,,,,
-136032,,194.2,,,
-136014,210.0,,,,
-135913,210.3,,,,
-135813,,199.18,,,
-135811,209.9,,,,
-135715,210.9,,,,
-135683,,193.4,,,
-135609,209.7,,,,
-135504,209.7,,,,
-135401,210.0,,,,
-135343,,194.3,,,
-135302,210.5,,,,
-135201,210.0,,,,
-135108,211.0,,,,
-135021,211.8,,,,
-134928,211.0,,,,
-134830,210.4,,,,
-134740,211.6,,,,
-134705,,201.1,,,
-134642,210.3,,,,
-134617,,195.8,,,
-134616,,203.74,,,
-134545,210.6,,,,
-134450,210.7,,,,
-134354,210.7,,,,
-134301,,202.4,,,
-134260,210.8,,,,
-134170,211.4,,,,
-134082,211.5,,,,
-134061,,200.7,,,
-133994,211.5,,,,
-133933,,201.7,,,
-133911,212.1,,,,
-133830,212.3,,,,
-133747,212.1,,,,
-133668,212.6,,,,
-133653,,198.0,,,
-133589,212.6,,,,
-133510,212.5,,,,
-133433,212.9,,,,
-133357,212.9,,,,
-133280,212.8,,,,
-133257,,198.0,,,
-133208,213.7,,,,
-133164,,200.4,,,
-133131,212.7,,,,
-133057,213.2,,,,
-133010,,204.5,,,
-132985,213.5,,,,
-132914,213.4,,,,
-132846,214.7,,,,
-132774,213.1,,,,
-132702,213.6,,,,
-132633,213.9,,,,
-132572,,212.43,,,
-132569,214.7,,,,
-132507,215.0,,,,
-132442,214.8,,,,
-132373,213.7,,,,
-132337,,203.7,,,
-132304,213.6,,,,
-132242,215.1,,,,
-132181,215.3,,,,
-132173,,208.9,,,
-132114,214.2,,,,
-132047,214.0,,,,
-131983,214.8,,,,
-131919,214.6,,,,
-131858,215.0,,,,
-131826,,222.74,,,
-131796,214.8,,,,
-131736,215.6,,,,
-131674,214.7,,,,
-131614,215.1,,,,
-131558,216.2,,,,
-131502,215.8,,,,
-131477,,210.6,,,
-131446,216.0,,,,
-131390,215.9,,,,
-131335,216.2,,,,
-131284,216.9,,,,
-131232,216.6,,,,
-131180,216.7,,,,
-131155,,220.3,,,
-131122,215.6,,,,
-131119,,223.9,,,
-131065,215.4,,,,
-131012,216.9,,,,
-130982,,224.63,,,
-130959,216.4,,,,
-130907,216.5,,,,
-130855,216.7,,,,
-130803,216.6,,,,
-130760,,228.0,,,
-130753,217.1,,,,
-130704,217.1,,,,
-130655,217.5,,,,
-130605,217.0,,,,
-130555,216.5,,,,
-130542,,223.5,,,
-130508,218.1,,,,
-130463,217.9,,,,
-130420,218.9,,,,
-130376,218.2,,,,
-130333,218.6,,,,
-130289,218.2,,,,
-130244,217.8,,,,
-130200,218.5,,,,
-130158,218.9,,,,
-130115,218.5,,,,
-130072,218.6,,,,
-130030,218.7,,,,
-130026,,232.28,,,
-129987,218.5,,,,
-129943,217.9,,,,
-129900,219.0,,,,
-129859,218.9,,,,
-129818,219.1,,,,
-129778,219.1,228.9,,,
-129737,218.9,,,,
-129698,219.4,,,,
-129659,219.6,,,,
-129622,220.2,,,,
-129582,219.2,,,,
-129543,218.8,,,,
-129506,221.2,,,,
-129505,,240.4,,,
-129469,219.7,,,,
-129432,219.7,,,,
-129396,220.7,,,,
-129379,,245.0,,,
-129372,,241.13,,,
-129361,220.6,,,,
-129324,219.9,,,,
-129289,220.2,,,,
-129254,221.3,,,,
-129218,220.1,,,,
-129181,219.5,,,,
-129147,221.3,,,,
-129113,220.8,,,,
-129078,220.2,,,,
-129043,220.7,,,,
-129010,221.3,,,,
-128977,221.0,,,,
-128943,220.8,,,,
-128910,221.2,,,,
-128878,221.6,,,,
-128868,,250.84,,,
-128842,220.3,,,,
-128806,219.8,,,,
-128771,220.9,,,,
-128738,221.2,,,,
-128706,221.3,,,,
-128673,221.2,,,,
-128640,221.1,,,,
-128608,221.6,,,,
-128575,220.9,,,,
-128543,221.3,,,,
-128511,222.2,,,,
-128478,220.7,,,,
-128444,220.8,,,,
-128423,,251.84,,,
-128411,220.4,,,,
-128380,222.3,,,,
-128348,221.5,,,,
-128316,221.6,,,,
-128285,221.8,,,,
-128252,220.9,,,,
-128219,221.1,,,,
-128187,221.6,,,,
-128155,221.4,,,,
-128123,221.2,,,,
-128088,220.4,,,,
-128056,221.6,,,,
-128024,221.5,,,,
-127991,220.9,,,,
-127960,221.5,,,,
-127929,222.3,,,,
-127898,222.0,,,,
-127867,221.0,,,,
-127836,221.6,,,,
-127805,223.1,,,,
-127786,,259.0,,,
-127774,220.9,,,,
-127743,221.5,,,,
-127713,222.3,,,,
-127706,,260.61,,,
-127702,,257.9,,,
-127684,222.4,,,,
-127654,222.3,,,,
-127623,221.1,,,,
-127593,222.3,,,,
-127563,222.4,,,,
-127533,221.6,,,,
-127502,222.1,,,,
-127472,221.8,,,,
-127439,221.6,,,,
-127407,220.2,,,,
-127390,,263.4,,,
-127374,222.0,,,,
-127341,220.7,,,,
-127307,220.8,,,,
-127274,221.0,,,,
-127242,221.4,,,,
-127210,221.6,,,,
-127196,,264.1,,,
-127177,220.9,,,,
-127145,221.2,,,,
-127128,,268.44,,,
-127113,221.8,,,,
-127081,221.0,,,,
-127048,220.8,,,,
-127015,221.9,,,,
-126981,220.3,,,,
-126946,220.7,,,,
-126928,,271.08,,,
-126916,,282.6,,,
-126909,219.3,,,,
-126873,220.4,,,,
-126835,219.5,,,,
-126799,220.4,,,,
-126763,220.2,,,,
-126727,219.9,,,,
-126692,220.8,,,,
-126659,,286.8,,,
-126656,220.4,,,,
-126619,219.5,,,,
-126580,219.3,,,,
-126541,219.1,,,,
-126517,,285.76,,,
-126504,220.3,,,,
-126468,220.0,,,,
-126430,219.6,,,,
-126422,,287.1,,,
-126394,,274.0,,,
-126392,219.5,,,,
-126354,219.3,,,,
-126317,220.0,,,,
-126282,220.6,,,,
-126245,220.2,,,,
-126223,,280.72,,,
-126209,219.5,,,,
-126173,220.5,,,,
-126137,219.9,,,,
-126100,220.6,,,,
-126074,,276.03,,,
-126064,219.6,,,,
-126026,219.5,,,,
-125988,219.9,,,,
-125957,,275.6,,,
-125950,219.7,,,,
-125911,218.8,,,,
-125871,219.2,,,,
-125831,219.1,,,,
-125789,218.5,,,,
-125746,218.6,,,,
-125702,217.8,,,,
-125672,,275.3,,,
-125657,217.6,,,,
-125613,218.4,,,,
-125569,217.7,,,,
-125554,,276.88,,,
-125529,219.4,,,,
-125489,219.4,,,,
-125447,218.2,,,,
-125405,218.1,,,,
-125364,,275.78,,,
-125363,219.4,,,,
-125322,218.1,,,,
-125282,219.5,,,,
-125240,218.4,,,,
-125198,218.3,,,,
-125182,,262.6,,,
-125157,218.7,,,,
-125115,219.4,,,,
-125071,217.5,,,,
-125026,217.8,,,,
-125012,,274.93,,,
-124985,218.9,,,,
-124943,218.3,,,,
-124936,,262.5,,,
-124901,218.7,,,,
-124859,218.6,,,,
-124817,218.5,,,,
-124775,218.4,,,,
-124750,,273.02,,,
-124736,219.4,,,,
-124697,219.3,,,,
-124657,218.9,,,,
-124648,,267.1,,,
-124616,219.1,,,,
-124574,218.2,,,,
-124532,218.7,,,,
-124492,219.0,,,,
-124452,219.2,,,,
-124410,218.5,,,,
-124397,,273.7,,,
-124368,218.1,,,,
-124328,219.3,,,,
-124284,218.0,,,,
-124242,218.3,,,,
-124202,219.4,,,,
-124163,218.8,,,,
-124125,219.9,,,,
-124086,219.3,,,,
-124064,,275.15,,,
-124045,218.9,,,,
-124002,217.8,,,,
-123959,218.0,,,,
-123918,219.3,,,,
-123879,219.0,,,,
-123835,218.0,,,,
-123794,218.7,,,,
-123754,218.6,,,,
-123716,220.1,,,,
-123678,219.3,,,,
-123640,219.6,,,,
-123603,219.1,,,,
-123567,220.8,,,,
-123531,220.1,,,,
-123496,219.6,,,,
-123484,,277.1,,,
-123460,221.0,,,,
-123424,219.5,,,,
-123386,219.6,,,,
-123347,219.6,,,,
-123343,,276.81,,,
-123312,,273.0,,,
-123306,217.9,,,,
-123265,218.7,,,,
-123226,219.6,,,,
-123187,219.2,,,,
-123150,219.4,,,,
-123131,,279.7,,,
-123112,220.2,,,,
-123073,218.6,,,,
-123035,219.4,,,,
-122997,219.4,,,,
-122960,219.8,,,,
-122921,219.5,,,,
-122880,218.4,,,,
-122867,,275.52,,,
-122840,218.6,,,,
-122839,,266.3,,,
-122801,220.1,,,,
-122763,218.6,,,,
-122723,219.3,,,,
-122681,218.2,,,,
-122642,219.6,,,,
-122602,218.4,,,,
-122562,218.8,,,,
-122523,219.4,,,,
-122484,219.5,,,,
-122455,,281.54,,,
-122442,217.6,,,,
-122401,219.4,,,,
-122362,218.7,,,,
-122322,219.2,,,,
-122307,,266.6,,,
-122284,219.2,,,,
-122263,,268.7,,,
-122245,219.5,,,,
-122205,218.1,,,,
-122166,219.4,,,,
-122128,219.8,,,,
-122090,219.6,,,,
-122051,218.7,,,,
-122012,219.1,,,,
-122009,,275.87,,,
-121973,219.3,,,,
-121934,219.1,,,,
-121894,218.8,,,,
-121854,218.8,,,,
-121814,219.0,,,,
-121774,218.7,,,,
-121732,218.3,,,,
-121693,218.7,,,,
-121681,,274.6,,,
-121654,219.7,,,,
-121615,218.8,,,,
-121577,219.3,,,,
-121538,219.1,,,,
